guid,make,model,deviceType,connNetwork,hasWifi,width,depth,height,weight,speedMono,printDPI,speedColor,standardinputcapacity,maximuminputcapacity,hasA3,printTechnology,copy,scan,fax,hasDuplex,powerActive,listprice
BR0554,Brother,MFC 290C,MFD Color,FALSE,FALSE,15.4,14.8,7.1,17.2,30,1200 x 600,25,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,24,199
BR0555,Brother,MFC-J630W,MFD Color,TRUE,TRUE,15.4,14.8,7.1,17.6,23,1200 x 600,20,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,19,149.99
BR0564,Brother,MFC-J775DW,MFD Color,FALSE,TRUE,16.5,23,8.9,18.3,12,600 x 1200,6,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,20,149.99
CN0567,Canon,MB2020,MFD Color,FALSE,TRUE,18.3,18.1,10.3,23.4,16,1200 x 1200,11,250,250,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,109.99
CN0569,Canon,MB2320,MFD Color,TRUE,TRUE,18.3,18.1,12.6,26.9,23,600 x 1200,15,250,520,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,119.99
DL0210,Dell,A940,MFD Color,FALSE,FALSE,18.5,21.5,13.2,18.52,17,4800 x 1200,12,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,35,129
EP0385,Epson,WorkForce 520,MFD Color,TRUE,TRUE,18.1,21.3,11.9,16.31,15,5760 x 1440,5.4,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,15,64.99
EP0386,Epson,WorkForce 610,MFD Color,TRUE,TRUE,18.1,13.6,9.3,18.3,38,5760 x 1440,38,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,20,100
EP0388,Epson,Expression Home XP-340,MFD Color,FALSE,TRUE,15.4,11.8,5.7,9.48,10,5760 x 1440,4.5,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,13,95.33
EP0390,Epson,WorkForce 600,MFD Color,TRUE,TRUE,18.1,13.6,9.3,18.3,38,5760 x 1440,38,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,20,200
EP0393,Epson,WorkForce WF-7010,SF Color,TRUE,FALSE,22,27,10.4,27.12,15,5760 x 1440,8,250,500,TRUE,Inkjet,FALSE,FALSE,FALSE,FALSE,16,199.99
EP0397,Epson,WorkForce 500,MFD Color,FALSE,FALSE,18.1,16.1,9.3,16.75,33,5760 x 1440,33,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,13,130
EP0407,Epson,Expression Premium XP-800,MFD Color,TRUE,TRUE,15.4,13.3,7.5,21.61,12,5760 x 1440,11,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,18,142
EP0408,Epson,WorkForce 310,MFD Color,TRUE,FALSE,18.1,16.1,9.3,16.75,36,5760 x 1440,20,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,15,129.99
EP0411,Epson,Expression Premium XP-600,MFD Color,FALSE,TRUE,15.4,13.4,5.4,21.61,12,5760 x 1440,9,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,18,109.9
EP0413,Epson,Expression Premium XP-630,MFD Color,FALSE,TRUE,15.4,13.4,5.4,14.77,13,5760 x 1440,10,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,13,149.99
EP0414,Epson,Expression Premium XP-520,MFD Color,FALSE,TRUE,15.4,13.4,5.4,21.5,9.5,5760 x 1440,9,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,13,92
EP0415,Epson,Stylus CX7400,MFD Color,FALSE,FALSE,17.7,13.4,7.1,12.79,28,5760 x 1440,28,120,120,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,12,190.99
EP0416,Epson,Expression Premium XP-640,MFD Color,FALSE,TRUE,15.4,13.3,5.6,21.5,13,5760 x 1440,10,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,15,159
EP0417,Epson,WorkForce 30,SF Color,FALSE,FALSE,17.1,9.4,6.3,8.6,38,5760 x 1440,20,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,15,70
EP0418,Epson,Expression Photo XP-960,MFD Color,TRUE,TRUE,18.9,14,5.8,19.4,8.5,5760 x 1440,8,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,21,199.99
EP0420,Epson,WorkForce Pro WP-4010,SF Color,TRUE,FALSE,18.1,16.5,11.2,24,16,4800 x 1200,11,330,580,FALSE,Inkjet,FALSE,FALSE,FALSE,TRUE,16,199.99
EP0428,Epson,Stylus CX9400Fax,MFD Color,FALSE,FALSE,18.1,18.9,10.6,16.75,32,5760 x 1440,32,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,13,149
EP0441,Epson,WorkForce WF-2520,MFD Color,TRUE,FALSE,15.4,14.8,8.7,12.81,9,5760 x 1440,4.7,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,9,79.99
EP0451,Epson,Stylus NX530,MFD Color,TRUE,TRUE,17.5,14.4,6.7,13.9,15,5760 x 1440,7.2,150,150,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,15,59.99
HP2501,Hewlett-Packard,PSC 750 All-in-One,MFD Color,FALSE,FALSE,17.8,14.1,10.7,18.96,11,2400 x 1200,8.5,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,50,128.92
HP2492,Hewlett-Packard,DeskJet 1000c,SF Color,TRUE,FALSE,22.8,15,8.8,20.7,6,600 x 600,3.5,160,160,TRUE,Inkjet,FALSE,FALSE,FALSE,FALSE,30,100
HP2499,Hewlett-Packard,Officejet 6500 Wireless All in One Printer   E709n (CB830A),MFD Color,FALSE,TRUE,19,18.9,10.3,18.9,32,600 x 1200,30,250,250,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,50,199.98
HP2200,Hewlett-Packard,2000cse (C5900A#ABA),SF Color,TRUE,FALSE,19.7,16.9,7.9,20.72,12,600 x 600,7,150,150,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,60,29.99
HP2506,Hewlett-Packard,OfficeJet 5255 (M2U75A#B1H),MFD Color,FALSE,TRUE,17.5,14.45,7.52,14.44,10,4800 x 1200,7,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,14,129.99
HP2307,Hewlett-Packard,DeskJet D1530,SF Color,FALSE,FALSE,16.6,12.4,5.5,4.29,11,4800 x 1200,11,80,80,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,16,139
KD0027,Kodak,Verite 50 Eco Photo Printer,MFD Color,FALSE,TRUE,17.7,10.7,6,8,10,4800 x 1200,4.2,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,18,69.99
KD0031,Kodak,Hero 3.1,MFD Color,FALSE,TRUE,16.5,12.3,6.8,11.9,6.8,1200 x 1200,4.1,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,192.55
KD0032,Kodak,Verite 65 XL Plus,MFD Color,FALSE,TRUE,19.6,17.7,15.8,0,10.1,4800 x 1200,5.1,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,89.99
LM0664,Lexmark,Z23,SF Color,FALSE,FALSE,17.5,8.1,5.1,6.5,8,1200 x 1200,5,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,50
LM0666,Lexmark,Z55,SF Color,TRUE,FALSE,17.3,12.5,7.75,0,17,3600 x 1200,13,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,130
LM0668,Lexmark,Z615,SF Color,FALSE,FALSE,15.9,8.5,5.3,0,14,4800 x 1200,8,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,50
LM0670,Lexmark,Z845,SF Color,FALSE,FALSE,17.9,8.74,6.02,6.6,24,4800 x 1200,18,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,15,49
LM0674,Lexmark,Z42,SF Color,TRUE,FALSE,9.7,7.4,17.5,8.82,10,2400 x 1200,5,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,90
LM0675,Lexmark,Z43,SF Color,TRUE,FALSE,9.7,7.4,17.5,8.7,12,2400 x 1200,6,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,100
LM0677,Lexmark,Z45se,SF Color,FALSE,FALSE,17.5,20.3,10.8,5.73,15,4800 x 1200,9,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,90
LM0680,Lexmark,Z53,SF Color,TRUE,FALSE,11.9,18.1,8.7,10.2,16,2400 x 1200,8,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,130
LM0718,Lexmark,P707,SF Color,FALSE,FALSE,18.6,9.3,6,0,17,4800 x 1200,10,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,175
DL0200,Dell,922,MFD Color,FALSE,FALSE,17.5,11.4,17.2,8.9,18,4800 x 1200,14,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,79
LM0747,Lexmark,P3150 PrinTrio,MFD Color,FALSE,FALSE,18.4,12.2,7.2,10.5,17,4800 x 1200,10,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,46.99
CN0597,Canon,PIXMA MG7720,MFD Color,TRUE,TRUE,17.2,14.6,5.9,17.4,15,9600 x 2400,10,125,125,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,199.99
CN0620,Canon,PIXMA TS6120,MFD Color,FALSE,TRUE,14.7,12.5,5.5,13.6,15,2400 x 1200,10,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,89
CN0601,Canon,MAXIFY iB4120,SF Color,TRUE,TRUE,18.1,18.3,11.5,21.2,24,600 x 1200,15.5,500,500,FALSE,Inkjet,FALSE,FALSE,FALSE,TRUE,27,109.99
CN0602,Canon,"PIXMA TS9520
",MFD Color,TRUE,TRUE,18.5,14.5,7.6,21.3,15,4800 x 1200,10,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,199.99
CN0619,Canon,PIXMA TR8520,MFD Color,TRUE,TRUE,17.3,13.8,7.5,17.5,15,4800 x 1200,10,200,200,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,99.99
EP0375,Epson,CX6400,MFD Color,FALSE,FALSE,17.7,16.9,8.36,19.2,22,5760 x 1440,11,150,150,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,23,199
RC0617,Ricoh,SP C261SFNw,MFD Color,TRUE,TRUE,16.5,19.4,18.1,63.9,21,2400 x 600,21,350,751,FALSE,Laser,TRUE,TRUE,TRUE,TRUE,404.1,184
HP2523,Hewlett-Packard,Tango,SF Color,FALSE,TRUE,14.8,8.11,3.58,6.79,11,4800 x 1200,8,50,50,FALSE,Inkjet,FALSE,FALSE,FALSE,Optional,2.635,149.99
HP2524,Hewlett-Packard,Tango X with Indigo Linen Cover,SF Color,FALSE,TRUE,15.3,24.4,10.2,7.5,11,4800 x 1200,8,50,50,FALSE,Inkjet,FALSE,FALSE,FALSE,Optional,2.635,199.99
HP2525,Hewlett-Packard,Tango X (3DP65A),SF Color,FALSE,TRUE,15.3,24.4,10.2,7.5,11,4800 x 1200,8,50,50,FALSE,Inkjet,FALSE,FALSE,FALSE,Optional,2.635,199.99
LN0209,Lanier,GX3000,SF Color,FALSE,FALSE,16.4,19.3,10.4,30.8,29,1200 x 1200,29,250,320,FALSE,Inkjet,FALSE,FALSE,FALSE,TRUE,60,199
EP0596,Epson,Stylus TX200,MFD Color,FALSE,FALSE,17.7,13.5,7.2,13.23,34,5760 x 1440,34,120,120,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,12,99
KY0349,Kyocera Mita,FS-C5015N,SF Color,TRUE,FALSE,13.6,18.5,15.2,52.9,16,600 x 600,16,600,1100,FALSE,Laser,FALSE,FALSE,FALSE,Optional,452,149.95
DL0219,Dell,V525w,MFD Color,TRUE,TRUE,17,14.4,10.6,22.05,10,4800 x 1200,6,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,129.99
DL0220,Dell,V725w,MFD Color,TRUE,TRUE,18.3,15.9,9.9,25.57,10,4800 x 1200,6,150,150,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,169.99
HP2534,Hewlett-Packard,DeskJetInkAdvantage3636All-in-OnePrinter,MFD Color,FALSE,TRUE,17.2,12.2,6.22,9.19,8.5,4800 x 1200,6,60,60,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,10,49
HP2610,Hewlett-Packard,DeskJet940cvr,SF Color,TRUE,FALSE,17.3,14.6,7.7,13.01,12,2400 x 1200,10,150,150,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,40,185
HP2581,Hewlett-Packard,Deskjet 6940dt,SF Color,TRUE,FALSE,17.7,5.7,14.5,14,36,4800 x 1200,27,150,250,FALSE,Inkjet,FALSE,FALSE,FALSE,Optional,59,138.25
CN0614,Canon,MG 5320,MFD Color,FALSE,TRUE,17.8,14.5,6.6,18.3,12.5,600 x 600,9.3,300,300,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,22,149.99
CN0632,Canon,PIXMA MX522,MFD Color,TRUE,TRUE,18.1,15.2,7.9,19,9.7,4800 x 1200,5.5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,149.99
CN0645,Canon,PIXMA MP240,MFD Color,FALSE,FALSE,17.5,13.1,6.1,12.2,19,4800 x 1200,15,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,199.99
CN0657,Canon,PIXMA MX922,MFD Color,TRUE,TRUE,19.4,15.6,9.1,25.79,15,9600 x 2400,10,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,199.99
CN0658,Canon,PIXMA MG2120,MFD Color,FALSE,FALSE,17.7,12,6,11.7,8.4,4800 x 1200,4.8,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,11,157.99
CN0666,Canon,PIXMA MX432,MFD Color,FALSE,TRUE,18.1,15.2,7.9,18.7,9.7,4800 x 1200,5.5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,99.99
CN0668,Canon,PIXMA MG3620,MFD Color,FALSE,TRUE,12,17.7,6,11.9,9.9,4800 x 1200,5.7,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,49.99
CN0758,Canon,PIXMA MG7520,MFD Color,TRUE,TRUE,17.2,14.6,5.9,17.4,15,9600 x 2400,10,125,145,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,199.99
CN0690,Canon,PIXMA MG5220,MFD Color,FALSE,TRUE,17.9,14.5,6.3,17.7,11,9600 x 2400,9.3,150,150,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,149.99
CN0695,Canon,PIXMA MX892,MFD Color,TRUE,TRUE,19.4,17.7,8.6,25.7,12.5,9600 x 2400,9.3,300,300,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,199.99
CN0696,Canon,MP230 series,MFD Color,FALSE,FALSE,17.5,13,6,11.68,7,600 x 600,4.8,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,59.99
CN0702,Canon,PIXMA MP990,MFD Color,FALSE,TRUE,18.5,15.2,7.9,23.6,11.9,9600 x 2400,9.1,300,300,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,23,149.99
CN0709,Canon,PIXMA MG7120,MFD Color,TRUE,TRUE,18.4,14.6,5.9,18.1,15,9600 x 2400,10,125,125,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,199.99
CN0712,Canon,PIXMA MP140,MFD Color,FALSE,FALSE,17.5,15,7.1,13.9,20,4800 x 1200,15,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,89.99
CN0780,Canon,PIXMA MP250,MFD Color,FALSE,FALSE,17.5,13.1,6.1,12.7,7,4800 x 1200,4.8,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,11,40
CN0621,Canon,PIXMA TS8120,MFD Color,FALSE,TRUE,14.7,12.8,5.5,14.2,15,4800 x 1200,10,200,200,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,179.99
CN0793,Canon,PIXMA MP210,MFD Color,FALSE,FALSE,17.7,13.9,6.7,12.8,22,4800 x 1200,17,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,13,189
CN0797,Canon,PIXMA MX490,MFD Color,FALSE,TRUE,17.2,11.7,7.5,17.2,8.8,4800 x 1200,4.4,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,99.99
CN0813,Canon,MG3200 ,MFD Color,FALSE,TRUE,17.7,12,6,12.1,9.2,4800 x 1200,5,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,79.99
CN0814,Canon,PIXMA MG3220,MFD Color,FALSE,TRUE,17.7,12,6,12.1,9.2,4800 x 1200,5,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,128.99
CN0815,Canon,PIXMA MX410,MFD Color,FALSE,TRUE,18.1,16.4,7.8,18.9,8.7,4800 x 1200,5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,189
CN0816,Canon,MG2220,SF Color,FALSE,FALSE,17.7,12,6,11.7,8.4,4800 x 1200,4.8,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,158.07
CN0818,Canon,PIXMA MP480,MFD Color,FALSE,FALSE,17.5,13.1,6.1,12.5,20,4800 x 1200,16,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,198.49
CN0820,Canon,PIXMA MX320,MFD Color,FALSE,FALSE,18.1,16.2,7.8,18.9,7.5,4800 x 1200,4.5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,11,59.99
CN0824,Canon,PIXMA MP500,MFD Color,FALSE,FALSE,17.7,16.8,8.1,21.1,29,9600 x 2400,19,150,150,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,199
CN0828,Canon,PIXMA MP600,MFD Color,FALSE,FALSE,17.7,15.3,7.6,22.27,30,9600 x 2400,24,300,300,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,17,180
CN0837,Canon,PIXMA MP640,MFD Color,TRUE,TRUE,17.8,14.5,6.9,19.4,9.2,9600 x 2400,8.1,300,300,FALSE,Inkjet,TRUE,TRUE,FALSE,TRUE,0,199.99
CN0838,Canon,PIXMA MX850,MFD Color,TRUE,FALSE,20,19,10.2,30.7,31,9600 x 2400,24,300,300,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,89.99
CN0840,Canon,PIXMA MP190,MFD Color,FALSE,FALSE,17.7,13.9,6.7,12.79,19,4800 x 1200,15,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,69.99
CN0841,Canon,PIXMA MX330,MFD Color,FALSE,FALSE,18.1,16.2,7.8,19.7,7.5,4800 x 1200,4.5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,99.99
CN0842,Canon,PIXMA MP470,MFD Color,FALSE,FALSE,17.7,13.9,6.7,12.8,22,4800 x 1200,17,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,14,79.99
XE0657,Xerox,DocuPrint C11,SF Color,TRUE,FALSE,17.2,11.5,9,11.68,9,1200 x 1200,5,100,100,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,200
XE0661,Xerox,WorkCentre 490cx,MFD Color,TRUE,FALSE,17.2,14.2,7.6,13.89,10,1200 x 1200,5,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,330,200
BR0410,Brother,MFC J270W,MFD Color,FALSE,TRUE,15.4,14.2,5.9,15.2,33,1200 x 2400,27,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,19,49.99
BR0411,Brother,MFC-J680DW,MFD Color,FALSE,TRUE,15.7,13.4,6.8,16.8,12,600 x 1200,10,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,20,119.99
BR0414,Brother,MFC-J5520DW,MFD Color,TRUE,TRUE,19.3,13.6,9.4,25.57,35,600 x 1200,27,330,330,TRUE,Inkjet,TRUE,TRUE,TRUE,TRUE,31,199.95
BR0415,Brother,MFC-J415W,MFD Color,FALSE,TRUE,15.4,14.8,7.1,17.2,35,600 x 1200,28,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,19.5,119.99
BR0422,Brother,MFC-J285DW,MFD Color,FALSE,TRUE,16.1,14.7,6.3,16.8,33,600 x 1200,27,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,19,99.99
BR0429,Brother,MFC 685CW,MFD Color,TRUE,TRUE,15.7,14.6,7.1,18.5,30,600 x 1200,25,120,120,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,0,200
BR0437,Brother,MFC-J4320DW,MFD Color,FALSE,TRUE,18.9,11.4,6.4,17.6,20,600 x 1200,18,151,151,TRUE,Inkjet,TRUE,TRUE,TRUE,TRUE,22,149.99
BR0439,Brother,MFC 665CW,MFD Color,TRUE,TRUE,18.4,14.6,7.1,17.7,27,1200 x 600,22,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,179.99
BR0454,Brother,MFC 3360C,MFD Color,FALSE,FALSE,16,11.5,7.8,13.23,25,600 x 1200,20,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,26,90
BR0466,Brother,MFC-795CW,MFD Color,TRUE,TRUE,18.1,14.8,7.1,18.96,35,1200 x 600,28,120,120,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,30,180
BR0472,Brother,IntelliFAX 1860C,MFD Color,FALSE,FALSE,16,11.5,8.4,13.23,18,600 x 1200,16,100,100,FALSE,Inkjet,TRUE,FALSE,TRUE,FALSE,27,100
BR0495,Brother,MFC-790CW,MFD Color,TRUE,TRUE,18.1,14.8,7.1,18.5,33,1200 x 600,27,120,120,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,29,180
BR0570,Brother,MFC-J410W,MFD Color,FALSE,TRUE,15.4,7.1,14.8,17.2,33,600 x 1200,27,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,99.99
BR0571,Brother,MFC-5490CN,MFD Color,TRUE,FALSE,17.3,15.9,8.7,20.7,35,600 x 1200,28,150,150,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,29,130
BR0572,Brother,MFC-440CN,MFD Color,TRUE,FALSE,17,19.2,19,72.6,25,600 x 1200,20,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,130
BR0582,Brother,MFC-J425W,MFD Color,FALSE,TRUE,15.9,14.7,7.1,19.84,22,1200 x 600,20,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,19,99.99
DL0203,Dell,944,MFD Color,FALSE,FALSE,17.2,12.1,7.6,13.01,20,4800 x 1200,16,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,25,149
DL0201,Dell,924,MFD Color,FALSE,FALSE,17.2,12.1,7.6,13.01,20,4800 x 1200,16,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,89
HP2278,Hewlett-Packard,Deskjet D1341,SF Color,FALSE,FALSE,12.43,16.6,5.6,4.5,16,600 x 600,12,80,80,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,0,75
BR0367,Brother,IntelliFax 1960C,MFD Color,FALSE,FALSE,16.6,11.5,7.8,13.45,18,1200 x 600,16,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,30,100
BR0368,Brother,IntelliFax 2480C,MFD Color,FALSE,FALSE,15.7,14.6,7.1,18.08,25,600 x 1200,20,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,29,119.99
EP0263,Epson,WorkForce WF-7210,SF Color,TRUE,TRUE,22.3,31.8,12.7,32.8,18,4800 x 2400,10,500,500,TRUE,Inkjet,FALSE,FALSE,FALSE,TRUE,22,199.99
EP0283,Epson,WorkForce 635,MFD Color,TRUE,TRUE,17.6,14.2,8.9,16.75,15,9600 x 9600,7.2,250,250,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,16,200
CN0568,Canon,MAXIFY MB2120,MFD Color,FALSE,TRUE,18.1,18.3,10.3,23.2,19,1200 x 600,13,250,250,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,27,109
CN0570,Canon,MAXIFY MB2720,MFD Color,TRUE,TRUE,18.1,18.3,12.6,26.5,24,1200 x 600,15.5,500,500,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,27,99.99
DL0083,Dell,P713w,MFD Color,TRUE,TRUE,19.1,16.9,8.3,18.08,33,4800 x 1200,30,150,150,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,0,179.99
BR0425,Brother,DCP J125,MFD Color,FALSE,FALSE,15.4,14.5,5.9,14.99,33,600 x 1200,27,100,100,FALSE,Inkjet,TRUE,TRUE,FALSE,FALSE,17,148
BR0433,Brother,MFC-J220,MFD Color,FALSE,FALSE,15.4,14.5,5.9,17.2,33,600 x 1200,27,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,19.5,89.99
BR0434,Brother,MFC J265w,MFD Color,FALSE,TRUE,15.4,14.5,5.9,15.21,33,600 x 1200,27,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,29,99.99
SG0269,Samsung,Xpress SL-C430W   (SS230G),SF Color,TRUE,TRUE,15,12.2,8.3,22,19,2400 x 600,4,150,150,FALSE,Laser,FALSE,FALSE,FALSE,Optional,290,149.99
SG0219,Samsung,Xpress SL-C480FN,MFD Color,TRUE,FALSE,16,14.3,13.1,31.1,18,2400 x 600,4,150,150,FALSE,Laser,TRUE,TRUE,TRUE,Optional,290,150
BR0471,Brother,MFC 3240C,MFD Color,FALSE,FALSE,14.8,14.4,7.1,11.02,17,1200 x 600,11,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,130
BR0476,Brother,MFC 210C,MFD Color,FALSE,FALSE,14.7,13.6,5.3,12.13,20,1200 x 600,15,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,0,129
HP2290,Hewlett-Packard,Deskjet D1430,SF Color,FALSE,FALSE,18.5,9.6,7.8,6.61,11,4800 x 1200,11,80,80,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,20,168.99
HP2292,Hewlett-Packard,Deskjet D1455,SF Color,FALSE,FALSE,18.5,9.6,7.8,6.61,16,4800 x 1200,12,80,80,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,20,108.49
HP2294,Hewlett-Packard,Deskjet D1560,SF Color,FALSE,FALSE,16.6,10.2,5.6,4.41,18,4800 x 1200,12,80,80,FALSE,Inkjet,FALSE,FALSE,FALSE,FALSE,16,120
BR0628,Brother,MFC-J497DW,MFD Color,FALSE,TRUE,15.7,13.4,6.8,18.1,12,600 x 1200,6,100,100,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,3.5,94.9
BR0629,Brother,MFC-J690DW,MFD Color,FALSE,TRUE,15.7,13.4,6.8,18.1,12,600 x 1200,10,100,121,FALSE,Inkjet,TRUE,TRUE,TRUE,TRUE,3.5,99.99
BR0630,Brother,MFC-J895DW,MFD Color,TRUE,TRUE,15.7,13.4,6.8,18.3,12,1200 x 600,10,151,151,FALSE,Inkjet,TRUE,TRUE,TRUE,FALSE,3.5,119.99
